Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
L1671,Male,No,0,Not Graduate,No,212056,488129,1670800,2,788,Rural,Y
L1672,Male,No,1,Not Graduate,No,83467,426229,785300,4,106,Semiurban,Y
L1673,Female,No,3+,Graduate,Yes,388428,498319,2031692,3,221,Semiurban,Y
L1674,Male,Yes,3+,Graduate,No,353858,28781,4570499,2,358,Urban,N
L1675,Male,Yes,3+,Graduate,Yes,113527,244328,619412,1,455,Rural,N
L1676,Female,Yes,0,Not Graduate,Yes,21928,23255,4421678,1,380,Rural,N
L1677,Male,No,2,Not Graduate,Yes,284261,345593,2116769,4,116,Rural,Y
L1678,Female,No,1,Graduate,No,16353,65291,2300099,1,150,Rural,N
L1679,Female,No,0,Graduate,Yes,114057,311639,4728925,1,375,Urban,N
L1680,Female,Yes,0,Graduate,No,408250,190760,2056575,3,615,Semiurban,N
L1681,Female,No,3+,Not Graduate,No,131342,133594,189918,1,480,Urban,Y
L1682,Male,Yes,0,Not Graduate,Yes,59244,493718,3113479,3,416,Rural,N
L1683,Male,Yes,0,Not Graduate,Yes,407327,126722,3540040,4,62,Urban,N
L1684,Male,Yes,0,Graduate,No,231072,61363,3807452,3,873,Urban,Y
L1685,Male,No,0,Not Graduate,Yes,72726,158789,4818976,2,611,Rural,N
L1686,Male,Yes,3+,Not Graduate,No,362066,81774,3482717,3,670,Semiurban,Y
L1687,Female,No,3+,Graduate,No,175149,133866,2983137,1,479,Urban,N
L1688,Male,Yes,0,Graduate,No,361878,270724,4217940,2,882,Rural,Y
L1689,Male,No,1,Graduate,Yes,72081,384961,4309330,2,126,Rural,N
L1690,Female,Yes,1,Graduate,Yes,269956,321439,4742064,3,156,Rural,N
L1691,Female,No,2,Not Graduate,Yes,388462,198900,350589,3,328,Semiurban,Y
L1692,Male,Yes,3+,Graduate,No,164100,35677,997145,3,682,Rural,Y
L1693,Female,No,0,Graduate,Yes,475607,34662,120405,1,72,Semiurban,Y
L1694,Male,Yes,0,Graduate,No,293422,241921,1634977,3,524,Rural,N
L1695,Male,No,2,Not Graduate,Yes,89710,20580,940932,4,941,Urban,Y
L1696,Male,Yes,0,Graduate,Yes,436421,215598,1331717,2,553,Semiurban,N
L1697,Male,Yes,1,Graduate,No,142786,141380,2810626,2,126,Rural,N
L1698,Female,No,1,Graduate,No,311152,142232,4035233,2,174,Semiurban,N
L1699,Female,No,2,Not Graduate,Yes,495464,234257,4385208,4,118,Semiurban,N
L1700,Male,Yes,3+,Not Graduate,No,328186,192417,2933370,2,267,Semiurban,N
L1701,Female,Yes,3+,Graduate,Yes,375382,368479,4408301,1,212,Urban,N
L1702,Male,Yes,3+,Graduate,Yes,356971,67479,671803,2,624,Semiurban,Y
L1703,Female,No,3+,Not Graduate,Yes,418635,8745,2411339,1,303,Rural,N
L1704,Female,No,1,Not Graduate,Yes,118127,13314,2024540,3,772,Urban,Y
L1705,Male,No,0,Graduate,Yes,275637,430714,1755102,1,561,Urban,N
L1706,Male,No,0,Not Graduate,Yes,377504,497467,4495306,4,349,Urban,N
L1707,Male,No,0,Graduate,Yes,497825,31002,541753,3,869,Semiurban,Y
L1708,Male,No,2,Graduate,Yes,121894,193324,796572,2,284,Rural,N
L1709,Male,No,0,Not Graduate,Yes,283943,130142,300311,4,165,Semiurban,Y
L1710,Female,No,1,Graduate,Yes,450332,209397,1644462,3,169,Rural,Y
L1711,Male,Yes,3+,Graduate,Yes,225727,369991,4426571,4,607,Urban,N
L1712,Male,No,3+,Not Graduate,Yes,21318,90888,2225720,4,32,Semiurban,N
L1713,Male,Yes,1,Graduate,Yes,52317,337167,1322932,1,944,Semiurban,Y
L1714,Female,No,1,Not Graduate,No,256031,301809,617516,3,429,Semiurban,Y
L1715,Male,Yes,1,Not Graduate,Yes,396909,59721,61107,2,350,Semiurban,Y
L1716,Female,Yes,3+,Graduate,No,199119,474087,239849,2,778,Rural,Y
L1717,Female,Yes,3+,Not Graduate,No,389505,381265,4134533,2,288,Semiurban,N
L1718,Female,No,2,Graduate,Yes,286325,80244,3728364,4,482,Semiurban,N
L1719,Female,No,3+,Not Graduate,No,461443,90592,151297,3,48,Urban,Y
L1720,Female,No,0,Not Graduate,No,179485,421773,160599,1,899,Semiurban,Y
L1721,Female,Yes,3+,Not Graduate,No,210187,458406,907390,4,559,Urban,Y
L1722,Female,Yes,3+,Graduate,Yes,107390,281124,2055008,3,419,Semiurban,N
L1723,Female,Yes,1,Graduate,No,140380,373341,3641439,2,725,Rural,Y
L1724,Male,Yes,2,Not Graduate,No,418678,79049,516090,2,140,Semiurban,Y
L1725,Female,No,3+,Graduate,No,166841,68719,3113812,2,694,Rural,Y
L1726,Male,No,3+,Graduate,No,490811,57417,3931614,3,421,Urban,N
L1727,Female,No,2,Graduate,Yes,336857,4078,4877015,4,781,Semiurban,Y
L1728,Female,No,3+,Graduate,Yes,82408,455885,861292,4,571,Urban,Y
L1729,Female,Yes,3+,Not Graduate,No,77712,488413,3635064,4,807,Rural,Y
L1730,Male,Yes,1,Graduate,Yes,16228,463449,4859063,3,451,Urban,N
L1731,Male,Yes,2,Not Graduate,No,62354,75859,1460860,2,524,Urban,N
L1732,Female,Yes,3+,Graduate,Yes,413897,360901,445529,4,808,Urban,Y
L1733,Female,No,0,Graduate,No,13812,143323,1153761,4,916,Rural,Y
L1734,Male,Yes,1,Not Graduate,No,85208,159626,2097325,3,315,Rural,N
L1735,Male,Yes,1,Graduate,Yes,455509,246425,1946496,3,436,Rural,N
L1736,Female,Yes,1,Not Graduate,No,95971,326751,294660,4,33,Semiurban,Y
L1737,Male,Yes,0,Graduate,Yes,240629,469965,1978957,1,313,Rural,N
L1738,Female,No,3+,Not Graduate,No,397703,331287,4599126,2,939,Rural,Y
L1739,Male,Yes,0,Graduate,Yes,461966,477070,4505382,1,732,Rural,Y
L1740,Male,No,0,Not Graduate,Yes,379741,458045,819618,1,723,Semiurban,Y
L1741,Female,Yes,0,Not Graduate,Yes,94293,128262,3335493,1,444,Urban,N
L1742,Male,No,0,Not Graduate,Yes,348511,159519,2222326,1,651,Rural,Y
L1743,Female,No,3+,Not Graduate,Yes,330707,58762,4298049,2,772,Semiurban,Y
L1744,Female,No,3+,Not Graduate,No,156101,473858,4230682,4,918,Urban,Y
L1745,Male,Yes,1,Not Graduate,No,451624,224466,684646,3,266,Rural,Y
L1746,Male,Yes,0,Not Graduate,No,59615,44807,4695047,2,875,Semiurban,Y
L1747,Male,No,2,Not Graduate,Yes,410526,382549,2437992,1,946,Urban,Y
L1748,Male,No,1,Graduate,Yes,389262,28628,2016647,3,95,Urban,N
L1749,Male,No,0,Not Graduate,Yes,12003,301843,510825,1,621,Semiurban,N
L1750,Female,Yes,3+,Not Graduate,Yes,268013,478007,285358,1,0,Semiurban,Y
L1751,Female,No,1,Graduate,Yes,278261,172119,317119,1,104,Rural,Y
L1752,Female,Yes,3+,Not Graduate,No,73813,116917,2862209,1,0,Rural,N
L1753,Male,Yes,0,Graduate,Yes,88885,55966,4296968,3,114,Semiurban,N
L1754,Female,No,2,Graduate,Yes,317937,126690,4615185,4,312,Rural,N
L1755,Female,Yes,3+,Not Graduate,Yes,277499,306325,730058,1,147,Urban,N
L1756,Female,No,3+,Graduate,No,250241,156328,1240534,1,22,Rural,N
L1757,Female,No,0,Graduate,No,427048,311090,2478079,3,632,Urban,N
L1758,Female,No,1,Not Graduate,Yes,185917,413611,4373024,3,52,Rural,N
L1759,Male,No,0,Graduate,No,359686,151357,2669226,1,391,Urban,N
L1760,Female,Yes,1,Graduate,Yes,419583,305636,1511734,3,572,Urban,Y
L1761,Male,Yes,3+,Not Graduate,Yes,322275,30470,4697283,1,508,Semiurban,N
L1762,Male,No,2,Graduate,No,92475,450885,959024,1,401,Urban,N
L1763,Male,No,1,Graduate,No,89245,378479,4483062,4,167,Urban,N
L1764,Female,Yes,1,Not Graduate,Yes,248272,19101,2221183,2,790,Rural,Y
L1765,Female,No,3+,Graduate,Yes,18010,499213,2534042,3,612,Urban,N
L1766,Female,Yes,0,Graduate,No,209952,475424,3166631,3,130,Urban,N
L1767,Male,Yes,1,Graduate,Yes,318116,101234,4374516,1,451,Urban,N
L1768,Male,No,0,Not Graduate,Yes,383173,41020,288234,2,735,Rural,Y
L1769,Female,Yes,1,Not Graduate,Yes,498306,94897,659253,4,915,Semiurban,Y
L1770,Male,No,2,Graduate,Yes,440075,200382,3382386,2,776,Rural,Y
L1771,Male,Yes,0,Graduate,No,389982,377271,4143753,3,220,Urban,N
L1772,Male,No,2,Not Graduate,No,97093,284461,2747422,1,494,Rural,N
L1773,Female,No,1,Graduate,Yes,116939,183633,489223,1,821,Rural,Y
L1774,Female,No,1,Graduate,No,210727,321933,2414925,3,282,Urban,N
L1775,Female,Yes,1,Not Graduate,Yes,325194,15466,3245031,2,168,Urban,N
L1776,Male,No,1,Not Graduate,Yes,426253,184514,3756537,4,850,Rural,Y
L1777,Male,Yes,0,Not Graduate,Yes,499679,113860,2067840,4,62,Semiurban,Y
L1778,Female,No,3+,Graduate,Yes,30249,218545,121280,4,922,Semiurban,Y
L1779,Female,Yes,0,Graduate,Yes,499097,297517,1753353,1,872,Urban,Y
L1780,Male,Yes,1,Not Graduate,Yes,246264,40868,2654808,4,419,Rural,N
L1781,Female,No,0,Graduate,No,323764,499398,4249396,1,220,Semiurban,N
L1782,Female,No,3+,Graduate,Yes,170771,49400,3852877,2,643,Urban,N
L1783,Male,No,2,Not Graduate,No,103150,380374,4820360,1,110,Urban,N
L1784,Male,Yes,0,Not Graduate,Yes,67453,134948,1925794,2,818,Urban,Y
L1785,Female,Yes,0,Not Graduate,Yes,436397,294327,2287196,4,530,Urban,Y
L1786,Female,Yes,2,Not Graduate,No,130301,4063,4928958,1,630,Urban,N
L1787,Female,No,1,Not Graduate,Yes,11183,447484,676521,2,592,Rural,Y
L1788,Male,Yes,1,Graduate,Yes,192017,496469,1385480,4,616,Urban,Y
L1789,Male,Yes,0,Graduate,No,354683,68282,3770668,4,314,Semiurban,N
L1790,Female,No,3+,Graduate,No,369059,181026,3634105,3,893,Semiurban,Y
L1791,Female,No,1,Not Graduate,No,165055,345118,106120,1,483,Semiurban,Y
L1792,Male,Yes,3+,Graduate,Yes,308948,336205,2105632,3,352,Rural,N
L1793,Male,No,0,Graduate,Yes,350262,296727,4545913,1,342,Rural,N
L1794,Female,Yes,0,Not Graduate,Yes,142826,5839,80412,2,17,Rural,Y
L1795,Female,No,3+,Not Graduate,No,236054,338511,1129230,2,244,Urban,N
L1796,Female,No,0,Graduate,Yes,84713,56785,2037959,4,795,Semiurban,Y
L1797,Male,Yes,1,Not Graduate,Yes,179857,405806,2719130,3,338,Rural,N
L1798,Male,Yes,0,Not Graduate,No,227034,51515,1317376,3,766,Urban,Y
L1799,Female,Yes,1,Graduate,No,99345,204753,2986106,1,423,Rural,N
L1800,Male,Yes,1,Not Graduate,Yes,443211,423303,3907112,1,869,Rural,Y
L1801,Male,No,0,Not Graduate,No,168065,476568,1189514,3,374,Rural,Y
L1802,Male,Yes,3+,Not Graduate,Yes,254515,81550,2830465,1,425,Urban,N
L1803,Male,Yes,2,Graduate,Yes,257885,439974,4607272,4,325,Semiurban,N
L1804,Male,No,2,Not Graduate,No,166723,492399,1597501,4,31,Rural,Y
L1805,Female,Yes,3+,Not Graduate,Yes,353234,101831,3164990,1,30,Rural,N
L1806,Male,No,2,Graduate,No,19817,301369,2142818,4,744,Urban,Y
L1807,Female,No,1,Not Graduate,Yes,416160,157464,1776220,2,258,Rural,N
L1808,Female,No,3+,Not Graduate,No,320972,223956,4358988,2,915,Urban,Y
L1809,Male,Yes,1,Graduate,Yes,60452,116947,4991667,2,149,Urban,N
L1810,Female,No,2,Not Graduate,No,219301,270973,3403956,1,198,Urban,N
L1811,Female,Yes,2,Not Graduate,No,17307,73277,4204946,3,664,Semiurban,Y
L1812,Male,No,1,Not Graduate,No,397883,338558,2889724,3,151,Semiurban,N
L1813,Female,No,3+,Not Graduate,Yes,226734,277768,779945,1,423,Rural,N
L1814,Female,Yes,2,Graduate,Yes,311863,478132,3625070,3,58,Urban,N
L1815,Female,No,0,Not Graduate,Yes,64798,120358,2274213,2,762,Semiurban,Y
L1816,Female,Yes,1,Graduate,Yes,29480,306824,4122547,1,14,Semiurban,N
L1817,Male,No,1,Graduate,Yes,40449,13425,3830335,2,495,Semiurban,N
L1818,Male,No,0,Graduate,Yes,331482,436643,582868,2,301,Urban,Y
L1819,Male,Yes,1,Graduate,Yes,84483,376527,3654176,4,300,Urban,N
L1820,Male,No,3+,Graduate,No,382675,205622,4074026,4,543,Rural,N
L1821,Female,Yes,1,Not Graduate,Yes,498052,488163,2111522,1,846,Semiurban,Y
L1822,Male,Yes,0,Graduate,No,140324,34657,3775026,2,295,Rural,N
L1823,Male,No,3+,Not Graduate,No,258762,15862,774931,3,218,Rural,N
L1824,Male,Yes,0,Not Graduate,No,463323,337768,131116,4,568,Urban,Y
L1825,Male,No,1,Graduate,No,10852,394874,1548864,4,823,Urban,Y
L1826,Male,No,2,Graduate,Yes,95536,67894,4473549,1,214,Semiurban,N
L1827,Female,Yes,2,Not Graduate,Yes,462095,86987,2127224,3,239,Urban,N
L1828,Female,No,0,Graduate,No,15367,497225,2450073,3,827,Urban,Y
L1829,Female,Yes,3+,Graduate,Yes,484336,205753,3357065,2,868,Semiurban,Y
L1830,Female,No,2,Not Graduate,Yes,49511,40349,990295,3,421,Urban,N
L1831,Female,No,1,Graduate,Yes,271263,279211,2603033,3,543,Semiurban,N
L1832,Female,Yes,0,Graduate,Yes,251784,264296,831528,2,415,Rural,Y
L1833,Female,Yes,1,Not Graduate,Yes,490335,29074,1576624,1,264,Rural,N
L1834,Female,Yes,3+,Not Graduate,Yes,391777,430521,1963974,3,860,Semiurban,Y
L1835,Female,No,1,Graduate,No,322248,263375,1759121,2,597,Rural,N
L1836,Male,No,1,Not Graduate,Yes,86034,28019,3865981,3,393,Urban,N
L1837,Female,Yes,1,Graduate,Yes,257719,231931,1053737,4,15,Rural,Y
L1838,Female,No,3+,Not Graduate,Yes,243988,20327,4176394,4,559,Urban,N
L1839,Male,Yes,0,Not Graduate,No,393658,179167,1713201,4,635,Urban,Y
L1840,Female,Yes,3+,Graduate,No,42063,393699,2367598,4,101,Rural,N
L1841,Female,No,0,Graduate,No,83206,126551,3422024,2,365,Urban,N
L1842,Male,Yes,3+,Not Graduate,Yes,138460,155759,4913104,3,302,Semiurban,N
L1843,Female,No,2,Not Graduate,No,72129,55786,2404535,2,165,Semiurban,N
L1844,Female,No,2,Not Graduate,No,132729,451602,2538671,4,161,Semiurban,N
L1845,Male,No,0,Graduate,Yes,36803,410237,339974,3,653,Urban,Y
L1846,Female,Yes,2,Graduate,No,305766,446358,4298627,3,478,Urban,N
L1847,Female,Yes,0,Not Graduate,Yes,19626,478777,4466398,2,946,Semiurban,Y
L1848,Male,Yes,2,Not Graduate,No,240167,387916,2290812,1,595,Rural,N
L1849,Male,Yes,0,Not Graduate,No,92988,174055,2876040,1,473,Semiurban,N
L1850,Female,No,3+,Not Graduate,Yes,479934,331846,3392904,2,926,Rural,Y
L1851,Female,No,2,Graduate,Yes,296499,219623,1400927,4,502,Semiurban,Y
L1852,Male,Yes,1,Graduate,Yes,409074,192164,2411128,2,930,Rural,Y
L1853,Male,No,3+,Not Graduate,No,62769,75956,1941678,2,944,Urban,Y
L1854,Male,No,3+,Graduate,No,216703,399335,1160725,2,411,Urban,N
L1855,Male,Yes,2,Graduate,Yes,381387,460413,4776318,2,905,Rural,Y
L1856,Male,No,0,Not Graduate,Yes,356596,118300,1110432,1,490,Semiurban,N
L1857,Male,No,0,Graduate,No,47932,448676,4939325,1,519,Rural,N
L1858,Male,No,1,Graduate,Yes,48321,387494,4754541,4,870,Urban,Y
L1859,Male,No,2,Not Graduate,Yes,450086,111323,3475053,3,797,Rural,Y
L1860,Male,No,1,Not Graduate,Yes,276313,251760,1519625,3,854,Urban,Y
L1861,Male,No,0,Graduate,No,65099,437489,3816799,4,686,Urban,Y
L1862,Female,No,2,Graduate,No,465532,334210,3140697,3,184,Rural,N
L1863,Male,No,0,Not Graduate,Yes,495471,211456,1227626,4,70,Urban,Y
L1864,Male,No,0,Not Graduate,Yes,88717,322608,4988993,4,739,Semiurban,Y
L1865,Female,No,2,Graduate,Yes,239512,369561,1966633,1,569,Urban,N
L1866,Female,No,1,Graduate,Yes,269380,133195,3203972,3,639,Rural,N
L1867,Male,No,3+,Not Graduate,Yes,157831,102942,4507146,4,259,Urban,N
L1868,Male,Yes,1,Not Graduate,Yes,218583,450116,2004976,1,753,Semiurban,Y
L1869,Female,Yes,1,Not Graduate,Yes,18862,272781,2593354,4,937,Semiurban,Y
L1870,Female,No,3+,Not Graduate,Yes,30109,72586,3992025,2,60,Semiurban,N
L1871,Male,Yes,0,Graduate,Yes,323191,135360,3576146,3,201,Semiurban,N
L1872,Female,No,3+,Not Graduate,Yes,218959,289494,3404023,4,352,Urban,N
L1873,Female,Yes,1,Graduate,No,190157,328669,826364,4,290,Semiurban,Y
L1874,Female,Yes,2,Graduate,Yes,145684,465439,1545525,3,729,Rural,Y
L1875,Female,No,1,Not Graduate,No,322582,440079,1131911,1,429,Rural,N
L1876,Female,Yes,1,Graduate,No,407306,366933,4292034,2,815,Semiurban,Y
L1877,Female,No,3+,Not Graduate,No,64719,35864,3512784,1,26,Rural,N
L1878,Female,Yes,1,Not Graduate,No,489598,440373,4960064,2,919,Semiurban,Y
L1879,Female,No,0,Graduate,Yes,436220,187736,2339775,4,640,Semiurban,N
L1880,Male,No,0,Graduate,No,129291,187078,3906741,1,655,Urban,Y
L1881,Female,No,3+,Not Graduate,Yes,186561,202221,1140878,3,940,Rural,Y
L1882,Female,No,0,Not Graduate,No,470828,129671,3728904,3,477,Rural,N
L1883,Female,Yes,2,Graduate,No,460898,245135,1734046,2,943,Rural,Y
L1884,Male,Yes,3+,Not Graduate,No,43933,245094,4775362,1,356,Semiurban,N
L1885,Male,No,3+,Not Graduate,No,160013,19269,837626,3,569,Urban,N
L1886,Female,No,2,Not Graduate,No,371798,147389,3860321,2,835,Urban,Y
L1887,Male,Yes,0,Not Graduate,Yes,375267,285296,1092405,3,440,Semiurban,Y
L1888,Female,Yes,0,Graduate,Yes,492502,337630,4175807,2,828,Semiurban,Y
L1889,Female,Yes,3+,Graduate,Yes,445151,359501,3345924,2,589,Semiurban,N
L1890,Female,Yes,1,Not Graduate,No,222875,73552,4087385,2,812,Semiurban,Y
L1891,Female,Yes,1,Not Graduate,Yes,30173,201875,1481570,1,380,Semiurban,N
L1892,Male,Yes,3+,Not Graduate,Yes,315607,156793,680545,1,204,Urban,N
L1893,Female,Yes,2,Not Graduate,Yes,314775,22446,2748032,2,736,Semiurban,Y
L1894,Male,No,1,Not Graduate,Yes,19752,153136,4681000,1,506,Rural,N
L1895,Male,Yes,2,Not Graduate,No,87711,37540,2472487,2,870,Rural,Y
L1896,Female,No,2,Graduate,No,433396,393752,2385768,3,740,Urban,Y
L1897,Female,Yes,1,Graduate,No,74840,57837,1232604,3,115,Semiurban,N
L1898,Male,No,1,Graduate,No,256228,137916,2283600,2,852,Urban,Y
L1899,Female,No,2,Graduate,Yes,164485,466465,1117463,4,810,Semiurban,Y
L1900,Male,No,0,Graduate,No,343418,54880,4690581,4,215,Urban,N
L1901,Female,No,0,Not Graduate,No,101775,143248,4784125,4,760,Urban,Y
L1902,Female,No,1,Graduate,No,273703,491692,3526977,4,925,Rural,Y
L1903,Male,No,1,Not Graduate,Yes,377177,8592,2680836,2,575,Semiurban,N
L1904,Male,No,1,Not Graduate,Yes,327458,278846,986798,3,202,Semiurban,Y
L1905,Female,No,2,Not Graduate,No,334214,64628,51224,4,150,Rural,Y
L1906,Male,Yes,1,Not Graduate,Yes,93833,499584,4999263,3,601,Semiurban,N
L1907,Male,Yes,2,Graduate,Yes,204568,354518,3592377,3,849,Semiurban,Y
L1908,Female,No,3+,Not Graduate,Yes,215130,96791,4405092,3,490,Rural,N
L1909,Male,Yes,1,Graduate,No,137599,211195,955369,4,409,Semiurban,Y
L1910,Male,No,0,Graduate,No,275526,495490,744268,1,544,Rural,Y
L1911,Male,Yes,0,Graduate,Yes,103809,366309,882058,2,499,Rural,Y
L1912,Male,Yes,0,Graduate,Yes,273722,214375,805469,3,631,Rural,Y
L1913,Male,No,1,Not Graduate,No,433119,241856,57274,1,45,Semiurban,Y
L1914,Male,No,2,Not Graduate,No,171765,143324,4722200,4,797,Rural,Y
L1915,Female,Yes,1,Graduate,Yes,117865,381425,4806547,1,353,Semiurban,N
L1916,Male,No,0,Graduate,No,36133,51180,2295998,2,381,Urban,N
L1917,Male,Yes,1,Not Graduate,No,98930,284718,459835,4,58,Urban,Y
L1918,Male,Yes,3+,Graduate,No,456961,82090,1296624,2,810,Urban,Y
L1919,Female,Yes,2,Not Graduate,Yes,386378,12640,1000320,3,945,Rural,Y
L1920,Male,No,0,Not Graduate,No,34268,456336,2562482,2,801,Rural,Y
L1921,Male,Yes,2,Graduate,Yes,429979,181944,1355895,2,700,Rural,Y
L1922,Male,No,2,Graduate,No,365729,316261,503429,4,332,Urban,Y
L1923,Male,Yes,2,Graduate,No,338922,356878,2213526,1,407,Urban,N
L1924,Male,No,0,Not Graduate,No,346739,77349,1885684,1,9,Urban,N
L1925,Female,Yes,0,Graduate,Yes,26299,403400,4623003,2,416,Urban,N
L1926,Male,Yes,2,Not Graduate,Yes,116830,1348,1467763,4,288,Semiurban,N
L1927,Male,Yes,0,Graduate,Yes,213318,347870,2726844,1,874,Urban,Y
L1928,Male,Yes,1,Not Graduate,Yes,197991,404197,1273579,2,565,Semiurban,N
L1929,Male,Yes,1,Not Graduate,Yes,163377,161687,3500339,4,366,Urban,N
L1930,Male,Yes,3+,Not Graduate,No,357095,281052,1587589,1,361,Semiurban,N
L1931,Female,Yes,1,Graduate,No,492551,479190,3505420,4,526,Semiurban,N
L1932,Male,No,0,Not Graduate,Yes,343245,8526,881266,4,590,Semiurban,Y
L1933,Female,No,2,Not Graduate,No,221063,310724,769480,3,159,Rural,Y
L1934,Female,No,1,Graduate,No,142987,393456,1055772,2,935,Semiurban,Y
L1935,Male,Yes,1,Not Graduate,Yes,211836,247990,514835,4,496,Urban,Y
L1936,Male,Yes,3+,Graduate,No,99110,457580,1767840,4,316,Rural,Y
L1937,Female,Yes,3+,Not Graduate,No,331655,161632,4158899,4,309,Urban,N
L1938,Female,Yes,1,Graduate,Yes,483651,349055,3067750,1,879,Urban,Y
L1939,Male,No,2,Not Graduate,No,333865,6250,485841,1,606,Rural,N
L1940,Female,Yes,0,Not Graduate,Yes,387534,416146,1500868,2,586,Semiurban,Y
L1941,Male,Yes,3+,Graduate,Yes,148515,102618,391271,3,270,Urban,Y
L1942,Male,No,3+,Graduate,Yes,17590,323983,59407,2,817,Rural,Y
L1943,Female,Yes,3+,Graduate,Yes,128755,388396,4337957,3,456,Urban,N
L1944,Female,Yes,2,Graduate,Yes,366041,274529,2691995,1,367,Rural,N
L1945,Male,No,0,Not Graduate,Yes,307130,450842,386370,2,886,Rural,Y
L1946,Male,Yes,1,Not Graduate,Yes,165870,229812,1329952,1,861,Semiurban,Y
L1947,Female,No,0,Graduate,No,422944,959,2607896,3,589,Urban,N
L1948,Female,Yes,1,Not Graduate,Yes,312560,324816,2761459,1,473,Rural,N
L1949,Female,No,2,Graduate,Yes,142148,444275,1701872,3,884,Urban,Y
L1950,Female,No,0,Graduate,Yes,389514,435869,1808164,4,882,Semiurban,Y
L1951,Female,Yes,0,Graduate,Yes,469459,402459,1358463,1,192,Urban,N
L1952,Female,No,3+,Graduate,No,144394,453051,1508070,4,710,Urban,Y
L1953,Male,No,0,Not Graduate,Yes,339115,8367,3941462,4,780,Semiurban,Y
L1954,Female,Yes,1,Graduate,No,368278,428569,257300,3,117,Semiurban,Y
L1955,Female,Yes,0,Not Graduate,No,207868,251366,4020030,2,712,Rural,Y
L1956,Female,No,2,Graduate,No,276928,221195,3199784,1,387,Rural,N
L1957,Male,No,0,Not Graduate,No,260874,209945,3504045,4,913,Semiurban,Y
L1958,Male,Yes,3+,Not Graduate,Yes,137992,457801,4142394,3,92,Rural,N
L1959,Female,Yes,3+,Graduate,No,245244,405538,265719,2,640,Semiurban,Y
L1960,Female,Yes,2,Not Graduate,No,187388,450294,2063119,2,270,Rural,N
L1961,Female,Yes,1,Not Graduate,Yes,381481,251184,2748379,4,469,Rural,N
L1962,Female,Yes,2,Not Graduate,No,345091,325530,4381963,4,881,Urban,Y
L1963,Female,No,2,Graduate,No,430387,258370,3147739,2,863,Semiurban,Y
L1964,Male,Yes,2,Graduate,No,385117,119426,1023847,4,201,Urban,Y
L1965,Male,Yes,0,Graduate,Yes,106728,453428,3330335,4,329,Rural,N
L1966,Female,No,1,Not Graduate,Yes,77787,337238,3855851,3,679,Semiurban,Y
L1967,Male,Yes,3+,Not Graduate,Yes,64270,88844,1833511,2,385,Urban,N
L1968,Male,Yes,0,Graduate,No,187186,1495,1459551,2,336,Rural,N
L1969,Female,Yes,0,Graduate,Yes,486404,16010,3653618,4,207,Urban,N
L1970,Female,No,1,Graduate,Yes,23231,462849,2074181,3,219,Rural,N
L1971,Male,Yes,3+,Graduate,Yes,318359,354764,1380851,1,507,Semiurban,N
L1972,Female,Yes,3+,Not Graduate,No,321076,175141,4916226,2,231,Urban,N
L1973,Female,Yes,0,Not Graduate,Yes,344894,53773,483592,4,123,Semiurban,Y
L1974,Male,No,0,Graduate,Yes,286308,23531,1189425,3,749,Rural,Y
L1975,Male,No,2,Not Graduate,No,49177,24718,4721605,1,682,Rural,Y
L1976,Female,Yes,0,Not Graduate,Yes,422136,256531,3094264,4,779,Urban,Y
L1977,Male,Yes,1,Not Graduate,Yes,293151,51333,3714857,2,300,Semiurban,N
L1978,Male,Yes,0,Not Graduate,Yes,262802,409536,4074349,3,443,Semiurban,N
L1979,Male,No,2,Not Graduate,No,372440,114495,730863,2,692,Rural,Y
L1980,Male,Yes,2,Not Graduate,No,192086,485534,23479,4,171,Urban,Y
L1981,Male,Yes,0,Graduate,No,224638,41708,4881079,4,122,Rural,N
L1982,Male,Yes,3+,Not Graduate,No,162588,477704,1007679,4,198,Urban,Y
L1983,Male,Yes,2,Graduate,No,469196,238618,1692830,4,699,Urban,Y
L1984,Male,Yes,0,Graduate,Yes,328922,25193,2586124,3,603,Semiurban,N
L1985,Female,Yes,2,Graduate,No,122095,280117,2776382,1,791,Rural,Y
L1986,Male,No,1,Graduate,Yes,243289,393065,3545543,1,400,Urban,N
L1987,Female,Yes,3+,Not Graduate,No,297104,235893,660291,4,638,Semiurban,Y
L1988,Female,Yes,3+,Graduate,No,175303,318940,3022606,2,778,Urban,Y
L1989,Male,No,3+,Not Graduate,Yes,152602,235900,3374386,1,254,Rural,N
L1990,Male,No,1,Graduate,Yes,211797,340,3679485,2,666,Rural,Y
L1991,Female,Yes,1,Graduate,No,438409,347884,194382,4,266,Semiurban,Y
L1992,Male,Yes,0,Not Graduate,No,154139,318911,3262293,3,198,Rural,N
L1993,Male,Yes,2,Not Graduate,Yes,442879,152097,1267995,2,247,Urban,N
L1994,Female,Yes,1,Graduate,No,93485,246842,704425,4,357,Urban,Y
L1995,Female,Yes,0,Graduate,No,267903,9942,1040608,4,856,Rural,Y
L1996,Male,No,1,Not Graduate,Yes,430956,224537,4120294,1,278,Rural,N
L1997,Female,No,3+,Graduate,Yes,112928,251535,1249969,2,511,Semiurban,N
L1998,Male,No,3+,Graduate,No,395831,258599,433982,3,538,Rural,Y
